日付,体重 (kg),体脂肪 (kg),骨量 (kg),筋肉量 (kg),体水分率 (kg),コメント
2019-04-18 19:54:14,64.4,,,,,
2019-04-16 21:10:11,63.4,11.4,2.8,49.2,40,
2019-04-16 7:38:55,63.8,,,,,
2019-04-14 10:48:29,64.6,12,2.8,49.8,40.59,
2019-04-11 20:34:07,64.2,12,2.8,49.4,40.4,
2019-04-08 8:01:15,64.8,8.39,2.8,53.6,41.2,
2019-04-07 9:55:41,64,8.39,2.8,52.8,40.59,
2019-04-03 7:50:16,64.4,8.6,2.8,53,40.8,
2019-03-26 7:29:24,63.6,7.6,2.8,53.2,41.4,
2019-03-23 11:31:48,62.4,7.6,2.8,52,40,
2019-03-22 8:08:41,63,8.2,2.8,52,39.8,
2019-03-19 7:39:11,63,7.6,2.8,52.6,40.59,
2019-03-18 7:47:02,63.2,7.8,2.8,52.6,40.4,
2019-03-17 11:03:28,62.4,7.8,2.8,51.8,39.8,
2019-03-14 8:09:05,63.4,7.8,2.8,52.8,40.8,
2019-03-13 6:50:51,63.8,7.4,2.8,53.6,41.8,
2019-03-08 7:51:43,62.6,7.8,2.8,52,40,
2019-03-07 7:32:22,62.2,7.6,2.8,51.8,39.8,
2019-03-04 7:52:43,62.6,7.8,2.8,52,40,
2019-03-03 7:41:41,63,7.4,2.8,52.8,40.8,
2019-03-02 10:40:59,61.8,7.4,2.8,51.6,39.8,
2019-02-05 19:04:51,62.8,8,2.8,52,39.8,
2019-02-01 18:30:50,62.6,8.6,2.6,51.4,39,
2019-02-01 6:58:57,63.2,8.6,2.8,51.8,39.59,
2019-01-31 21:31:48,62.8,8,2.8,52,39.8,
2019-01-31 7:29:07,64.2,8.39,2.8,52.99,40.59,
2019-01-30 20:23:00,63.6,8.2,2.8,52.6,40.4,
2019-01-29 17:39:11,63.6,8.39,2.8,52.4,40.2,
2019-01-26 13:08:20,63.6,8.39,2.8,52.4,40.2,
2019-01-23 6:35:03,64.8,8.39,2.8,53.6,41.2,
2019-01-22 7:22:06,64.2,8.6,2.8,52.8,40.4,
2019-01-21 20:09:04,63.6,8.39,2.8,52.4,40.2,
2019-01-21 8:12:00,64.6,8.8,2.8,53,40.59,
2019-01-18 6:43:44,63.4,8.8,2.8,51.8,39.59,
2019-01-17 22:43:12,63.2,8,2.8,52.4,40.2,
2019-01-17 7:08:52,64,9.2,2.8,52,39.59,
2019-01-16 19:58:47,63.8,8.2,2.8,52.8,40.59,
2019-01-16 8:02:37,63.6,9,2.8,51.8,39.4,
2019-01-15 20:44:49,63.4,8,2.8,52.6,40.59,
2019-01-15 7:40:48,63.8,9,2.8,52,39.59,
2019-01-14 20:40:34,63.6,8.39,2.8,52.4,40.2,
2019-01-14 10:05:21,63.4,8.39,2.8,52.2,40,
2019-01-13 18:44:52,63.6,8,2.8,52.8,40.59,
2019-01-13 6:53:13,63.6,8.6,2.8,52.2,39.8,
2019-01-12 23:37:32,63.2,8.6,2.8,51.8,39.59,
2019-01-12 6:59:45,63.6,9,2.8,51.8,39.4,
2019-01-11 23:43:56,63.6,8.2,2.8,52.6,40.2,
2019-01-11 7:22:18,63.8,9,2.8,52,39.59,
2019-01-10 20:17:34,63.6,8,2.8,52.8,40.59,
2019-01-10 6:37:08,64.2,9,2.8,52.4,40,
2019-01-09 20:29:50,64,8.6,2.8,52.6,40.4,
2019-01-09 7:46:29,63.6,8.8,2.8,52,39.8,
2019-01-08 20:04:30,63.6,8.2,2.8,52.6,40.4,
2019-01-08 6:44:16,64.6,8.8,2.8,53,40.59,
2019-01-07 20:29:05,64.2,8.6,2.8,52.8,40.4,
2019-01-07 6:43:26,64.2,9,2.8,52.4,40,
2019-01-06 21:42:40,63.6,8.2,2.8,52.6,40.4,
2019-01-06 8:26:02,64,9,2.8,52.2,40,
2019-01-05 19:48:55,63.8,9,2.8,52,39.8,
2019-01-05 9:29:21,64,9,2.8,52.2,39.8,
2019-01-04 21:10:51,63.8,8.8,2.8,52.2,40,
2019-01-04 9:07:55,64.8,9,2.8,53,40.59,
2019-01-03 23:29:53,65.4,9,2.8,53.6,41.2,
2018-12-30 6:15:27,63.2,8.6,2.8,51.8,39.59,
2018-12-29 18:02:21,63.2,9,2.8,51.4,39.2,
2018-12-29 14:23:13,63.2,9.2,2.8,51.2,39,
2018-12-29 9:24:26,62.8,8.8,2.8,51.2,39,
2018-12-28 20:08:24,62.6,9,2.6,51,38.59,
2018-12-28 12:28:51,63,8.8,2.8,51.4,39.2,
2018-12-28 11:49:36,63.2,9.2,2.8,51.2,38.8,
2018-12-27 17:02:31,63.4,9,2.8,51.6,39.4,
2018-12-27 17:02:03,63.4,,,,,
2018-12-27 5:43:38,63.4,9.39,2.8,51.2,39,
2018-12-26 18:33:06,63.4,8.8,2.8,51.8,39.59,
2018-12-26 11:31:27,64.6,,,,,
2018-12-26 8:50:58,64.2,9.2,2.8,52.19,39.8,
2018-12-25 8:00:13,64.6,9,2.8,52.8,40.4,
2018-12-24 14:00:46,64.6,9.6,2.8,52.2,39.59,
2018-12-24 13:55:38,64.8,9.6,2.8,52.4,40,
2018-12-24 13:55:17,64.8,,,,,
2018-12-24 13:54:38,64.8,9.39,2.8,52.6,40,
